name,png,uid,license,credit,tree_name
Thermogemmatispora onikobensis,87fc98cf-7e42-4d7a-8f55-d7e83d84c24d.1024.png,87fc98cf-7e42-4d7a-8f55-d7e83d84c24d,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Thermogemmatispora_onikobensis
Thermoflexus hugenholtzii,cca256c4-cf02-4301-be2e-bb97d0ee451f.1024.png,cca256c4-cf02-4301-be2e-bb97d0ee451f,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Thermoflexus_hugenholtzii
Sphaerobacter thermophilus,2980f411-68d9-4ad0-9fa3-7979f291a850.1024.png,2980f411-68d9-4ad0-9fa3-7979f291a850,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Sphaerobacter_thermophilus
Ktedonobacter racemifer,1b5c60ff-4ecb-413e-a78e-7aed71d9aabe.1024.png,1b5c60ff-4ecb-413e-a78e-7aed71d9aabe,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Ktedonobacter_racemifer
Kallotenue papyrolyticum,e86dd479-0141-4148-9a95-ad0ff9001b91.1024.png,e86dd479-0141-4148-9a95-ad0ff9001b91,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Kallotenue_papyrolyticum
Herpetosiphon aurantiacus,bbf3473e-d631-408a-a89e-51793c35ccaa.1024.png,bbf3473e-d631-408a-a89e-51793c35ccaa,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Herpetosiphon_aurantiacus
Dehalococcoides mccartyi,34e86c7e-1f14-437e-bb5c-17dfc45c9513.1024.png,34e86c7e-1f14-437e-bb5c-17dfc45c9513,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Dehalococcoides_mccartyi
Chloroflexus aurantiacus,b58953d9-858a-4455-8f1e-d84bb8d4c5d3.1024.png,b58953d9-858a-4455-8f1e-d84bb8d4c5d3,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Chloroflexus_aurantiacus
Caldilinea aerophila,23fb8296-5aee-43d4-8e6b-7e4bcd711874.1024.png,23fb8296-5aee-43d4-8e6b-7e4bcd711874,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Caldilinea_aerophila
Ardenticatena maritima,bac34643-2547-43fb-8e7d-ef2bc6874d92.1024.png,bac34643-2547-43fb-8e7d-ef2bc6874d92,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Ardenticatena_maritima
Anaerolinea thermophila,b4330bcb-d355-4c84-b74c-ca9dbee1b27d.1024.png,b4330bcb-d355-4c84-b74c-ca9dbee1b27d,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Anaerolinea_thermophila
Potamops mascahehenes,03454e70-b390-475c-a04d-40abc09569e4.1024.png,03454e70-b390-475c-a04d-40abc09569e4,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Potamops_mascahehenes
Lasiorhinus latifrons,4416120a-c34e-4567-8224-0970dbd93c9f.original.png,4416120a-c34e-4567-8224-0970dbd93c9f,http://creativecommons.org/publicdomain/zero/1.0/,Gavin Prideaux,Lasiorhinus_latifrons
Cebupithecia sarmientoi,288bd2b4-183a-4134-a736-7df6a46bf979.1024.png,288bd2b4-183a-4134-a736-7df6a46bf979,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Cebupithecia_sarmientoi
Boreostemma acostae,8fd7a680-347f-43f4-b0b3-21c3b9b73270.1024.png,8fd7a680-347f-43f4-b0b3-21c3b9b73270,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Boreostemma_acostae
Trigonias,f9d02158-d2cc-42d3-8ec7-35b054bf4eee.1024.png,f9d02158-d2cc-42d3-8ec7-35b054bf4eee,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Trigonias
Juxia,801dde9e-7af3-4cb9-947c-e993e5f2cd8c.1024.png,801dde9e-7af3-4cb9-947c-e993e5f2cd8c,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Juxia
Yinlong downsi,580db433-c610-40df-b7d8-a3434ad158ed.1024.png,580db433-c610-40df-b7d8-a3434ad158ed,http://creativecommons.org/licenses/by/3.0/,Andrew A. Farke,Yinlong_downsi
Aquilops americanus,fd22540d-29a4-4b95-8a7e-ec9ab81f031d.1024.png,fd22540d-29a4-4b95-8a7e-ec9ab81f031d,http://creativecommons.org/licenses/by/3.0/,Andrew A. Farke,Aquilops_americanus
Cristatella mucedo,39ef8063-14e2-4c3b-888a-fe7a8cf39a44.1024.png,39ef8063-14e2-4c3b-888a-fe7a8cf39a44,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Cristatella_mucedo
Pyrinomonas methylaliphatogenes,ccbe0855-70ac-4df0-a204-d4d6bb50acf8.1024.png,ccbe0855-70ac-4df0-a204-d4d6bb50acf8,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Pyrinomonas_methylaliphatogenes
Holophaga foetida,9733e922-9e68-44d5-9e60-081c9cb1db48.1024.png,9733e922-9e68-44d5-9e60-081c9cb1db48,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Holophaga_foetida
Granulicella paludicola,21e1aa9d-f143-4885-9b73-aeb4cc6e51fb.1024.png,21e1aa9d-f143-4885-9b73-aeb4cc6e51fb,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Granulicella_paludicola
Bryocella elongata,414ef32a-0a6c-4bf6-a0c8-514aa542dce4.1024.png,414ef32a-0a6c-4bf6-a0c8-514aa542dce4,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Bryocella_elongata
Acidobacterium capsulatum,a2f1a8d5-17b3-4857-b959-1a34e401b2d4.1024.png,a2f1a8d5-17b3-4857-b959-1a34e401b2d4,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Acidobacterium_capsulatum
Scelidodon,3369c2ea-5093-4770-90f6-ededd0077142.1024.png,3369c2ea-5093-4770-90f6-ededd0077142,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Scelidodon
Holmesina floridanus,9af19f83-ef01-4b29-9320-923ad84e95de.1024.png,9af19f83-ef01-4b29-9320-923ad84e95de,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Holmesina_floridanus
Palaeolama weddeli,1ab69afd-26aa-4a10-824f-7e6aeb0569f9.1024.png,1ab69afd-26aa-4a10-824f-7e6aeb0569f9,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Palaeolama_weddeli
Paramylodon,0f07cc23-dbff-410b-8a09-d0fb37d97e9f.1024.png,0f07cc23-dbff-410b-8a09-d0fb37d97e9f,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Paramylodon
Camelops hesternus,7f38dfc2-fa8e-4efa-b38b-d4a8f0e88de2.1024.png,7f38dfc2-fa8e-4efa-b38b-d4a8f0e88de2,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Camelops_hesternus
Hapalops,735f3dc5-7cec-4524-a56b-b33d2315cb84.1024.png,735f3dc5-7cec-4524-a56b-b33d2315cb84,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Hapalops
Sthenurus stirlingi,d244a4f8-69e4-45b0-8bbc-82cd5520db7e.1024.png,d244a4f8-69e4-45b0-8bbc-82cd5520db7e,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Sthenurus_stirlingi
Miracinonyx trumani,769ab91b-94a7-44f4-8ff4-8ee37608bd0d.1024.png,769ab91b-94a7-44f4-8ff4-8ee37608bd0d,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Miracinonyx_trumani
Barbourofelis fricki,9a125701-e33e-4009-be0d-d6b97f486508.1024.png,9a125701-e33e-4009-be0d-d6b97f486508,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Barbourofelis_fricki
Panthera spelaea,b9d5547b-773c-46c8-841a-0846ff7f09ab.1024.png,b9d5547b-773c-46c8-841a-0846ff7f09ab,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Panthera_spelaea
Lambdotherium popoagicum,8e373c55-8b37-44bf-8aa1-813253ec987e.1024.png,8e373c55-8b37-44bf-8aa1-813253ec987e,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Lambdotherium_popoagicum
Palaeosyops,8d0dae8e-b656-44bf-b7f1-c9416b40b8b7.1024.png,8d0dae8e-b656-44bf-b7f1-c9416b40b8b7,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Palaeosyops
Dinictis felina,275f80cf-a711-4325-8cad-24db6578f6e6.1024.png,275f80cf-a711-4325-8cad-24db6578f6e6,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Dinictis_felina
Eotitanops borealis,2d7ef9ed-54ed-4ffd-ab26-9f7ec470f01a.1024.png,2d7ef9ed-54ed-4ffd-ab26-9f7ec470f01a,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Eotitanops_borealis
Arsinoitherium zitteli,8bf1525c-abc7-4971-90c2-5b3c20b91aed.1024.png,8bf1525c-abc7-4971-90c2-5b3c20b91aed,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Arsinoitherium_zitteli
Megacerops coloradensis,77a63718-b3f1-415b-93f8-1240ec7b2136.1024.png,77a63718-b3f1-415b-93f8-1240ec7b2136,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Megacerops_coloradensis
Moschus chrysogaster,8522c2de-057c-4282-8eb1-fe10b75961e4.1024.png,8522c2de-057c-4282-8eb1-fe10b75961e4,http://creativecommons.org/publicdomain/zero/1.0/,"Andrew A. Farke, modified from original by H. Milne Edwards",Moschus_chrysogaster
Blastomeryx gemmifer,6a2f7cea-9546-4af0-a189-dd0869022ff6.1024.png,6a2f7cea-9546-4af0-a189-dd0869022ff6,http://creativecommons.org/publicdomain/zero/1.0/,"Andrew A. Farke, modified from original by Robert Bruce Horsfall, from Scott 1912",Blastomeryx_gemmifer
Palaeomeryx tricornis,d76d7ce8-1c9a-4e51-80f0-1db98a538c0f.1024.png,d76d7ce8-1c9a-4e51-80f0-1db98a538c0f,http://creativecommons.org/licenses/by/3.0/,Andrew A. Farke,Palaeomeryx_tricornis
Subdromomeryx antilopinus,e9deaae9-d9d9-42db-8127-66a9d08e8a85.1024.png,e9deaae9-d9d9-42db-8127-66a9d08e8a85,http://creativecommons.org/publicdomain/zero/1.0/,"Andrew A. Farke, modified from original by Robert Bruce Horsfall, from Scott 1912",Subdromomeryx_antilopinus
Prothylacynus patagonicus,cdae5bc1-dd0b-4f1e-856a-80b6e3cd4f67.1024.png,cdae5bc1-dd0b-4f1e-856a-80b6e3cd4f67,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Prothylacynus_patagonicus
Borhyaena tuberata,4b38ef13-11a3-41ae-b0e7-bf70dc14543e.1024.png,4b38ef13-11a3-41ae-b0e7-bf70dc14543e,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Borhyaena_tuberata
Homotherium venezuelensis,c6c2d17b-56b3-4c87-97c4-cd2b7de365fa.1024.png,c6c2d17b-56b3-4c87-97c4-cd2b7de365fa,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Homotherium_venezuelensis
Magnetococcus marinus,c3c972fe-d787-4b69-9e44-e2508da1d41b.1024.png,c3c972fe-d787-4b69-9e44-e2508da1d41b,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Magnetococcus_marinus
Mycoplasma mycoides,56d01eab-d085-4f8b-a1ab-262f3aaad052.1024.png,56d01eab-d085-4f8b-a1ab-262f3aaad052,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Mycoplasma_mycoides
Haloplasma contractile,af285c94-c238-4ba1-a029-cf39f22a533b.1024.png,af285c94-c238-4ba1-a029-cf39f22a533b,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Haloplasma_contractile
Entomoplasma freundtii,25881c36-7eeb-461d-b22f-2bb95bc8ee45.1024.png,25881c36-7eeb-461d-b22f-2bb95bc8ee45,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Entomoplasma_freundtii
Anaeroplasma bactoclasticum,4e294afd-c386-40be-834e-bb98f3a5a964.1024.png,4e294afd-c386-40be-834e-bb98f3a5a964,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Anaeroplasma_bactoclasticum
Acholeplasma laidlawii,5fc9f69e-3e6e-429b-8efa-381ec17d797a.1024.png,5fc9f69e-3e6e-429b-8efa-381ec17d797a,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Acholeplasma_laidlawii
Thylacosmilus atrox,b19561e5-1d4f-4f2a-a658-6cf73b2598e9.1024.png,b19561e5-1d4f-4f2a-a658-6cf73b2598e9,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Thylacosmilus_atrox
Mammuthus primigenius,9e470bbd-0227-40eb-b9de-fd2ad13ec933.1024.png,9e470bbd-0227-40eb-b9de-fd2ad13ec933,http://creativecommons.org/licenses/by-nc/3.0/,Zimices,Mammuthus_primigenius
Thermolithobacter ferrireducens,f643a1df-1282-4a3f-b60d-9605d5ca0ce7.1024.png,f643a1df-1282-4a3f-b60d-9605d5ca0ce7,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Thermolithobacter_ferrireducens
Thermoanaerobacter sulfurigignens,4f4d0c16-405e-43cd-ac5e-7696abf2e766.1024.png,4f4d0c16-405e-43cd-ac5e-7696abf2e766,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Thermoanaerobacter_sulfurigignens
Staphylococcus aureus,a1041997-478d-459a-a54d-32695fbd426e.1024.png,a1041997-478d-459a-a54d-32695fbd426e,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Staphylococcus_aureus
Selenomonas sputigena,d663db95-873c-4378-a2cf-cec40df6f560.1024.png,d663db95-873c-4378-a2cf-cec40df6f560,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Selenomonas_sputigena
Natranaerobius thermophilus,4905b184-403d-4eac-bf67-2f4b7c37efb9.1024.png,4905b184-403d-4eac-bf67-2f4b7c37efb9,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Natranaerobius_thermophilus
Lactobacillus delbrueckii,7739e5fd-6ce2-41b2-879c-a0fb196efc0f.1024.png,7739e5fd-6ce2-41b2-879c-a0fb196efc0f,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Lactobacillus_delbrueckii
Halanaerobium,c4ea7542-8cce-4234-9edd-9665a5b51454.1024.png,c4ea7542-8cce-4234-9edd-9665a5b51454,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Halanaerobium
Erysipelothrix rhusiopathiae,fd21eff3-c8ae-4022-94b8-003231017307.1024.png,fd21eff3-c8ae-4022-94b8-003231017307,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Erysipelothrix_rhusiopathiae
Clostridium butyricum,3517b09b-f068-4d04-8f19-72c3dc66d85c.1024.png,3517b09b-f068-4d04-8f19-72c3dc66d85c,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Clostridium_butyricum
Bacillus subtilis,18b8f0a9-b280-4fb9-b750-495ceec4ef87.1024.png,18b8f0a9-b280-4fb9-b750-495ceec4ef87,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Bacillus_subtilis
Prosthecobacter dejongeii,521c90f4-4abc-4036-90c1-f3b83562375d.1024.png,521c90f4-4abc-4036-90c1-f3b83562375d,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Prosthecobacter_dejongeii
Thermoleophilum album,6ee599a5-908c-4891-8dbf-c1cd5390ed75.1024.png,6ee599a5-908c-4891-8dbf-c1cd5390ed75,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Thermoleophilum_album
Solirubrobacter pauli,ac5def89-d3c1-4981-a124-08c1bc61a078.1024.png,ac5def89-d3c1-4981-a124-08c1bc61a078,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Solirubrobacter_pauli
Rubrobacter xylanophilus,7e399f06-e473-4530-828d-ddc5563eaf2e.1024.png,7e399f06-e473-4530-828d-ddc5563eaf2e,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Rubrobacter_xylanophilus
Nitriliruptor alkaliphilus,61127c1f-c60b-462d-ae14-9f1101612524.1024.png,61127c1f-c60b-462d-ae14-9f1101612524,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Nitriliruptor_alkaliphilus
Coriobacterium glomerans,b232b1a4-a90a-4c1f-9ff5-70d02da705ae.1024.png,b232b1a4-a90a-4c1f-9ff5-70d02da705ae,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Coriobacterium_glomerans
Bifidobacterium longum,51b2c69d-7823-427f-bb75-1cbfc6b9f7bf.1024.png,51b2c69d-7823-427f-bb75-1cbfc6b9f7bf,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Bifidobacterium_longum
Actinomyces,c257cce4-9ae0-4f33-a2c7-15058ab59224.1024.png,c257cce4-9ae0-4f33-a2c7-15058ab59224,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Actinomyces
Acidimicrobiaceae,b42f17a9-dc84-4eb7-bbe3-404abde0d54f.1024.png,b42f17a9-dc84-4eb7-bbe3-404abde0d54f,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Acidimicrobiaceae
Solanum tuberosum,63604565-0406-460b-8cb8-1abe954b3f3a.1024.png,63604565-0406-460b-8cb8-1abe954b3f3a,http://creativecommons.org/publicdomain/mark/1.0/,NA,Solanum_tuberosum
Synergistes jonesii,1aafe803-e98e-4b5d-84ba-ea89faf2fb82.1024.png,1aafe803-e98e-4b5d-84ba-ea89faf2fb82,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Synergistes_jonesii
Spirochaeta plicatilis,8ef73eac-2897-4315-9ba6-e7c8b21df68b.1024.png,8ef73eac-2897-4315-9ba6-e7c8b21df68b,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Spirochaeta_plicatilis
Leptospira interrogans,8e54313c-2c23-43c0-9a1b-3c596f23e6db.1024.png,8e54313c-2c23-43c0-9a1b-3c596f23e6db,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Leptospira_interrogans
Exilispira thermophila,903d03dd-c8e8-4ef2-9ae7-912c3e1504fa.1024.png,903d03dd-c8e8-4ef2-9ae7-912c3e1504fa,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Exilispira_thermophila
Brevinema andersonii,cf04004a-07e9-4aa2-a9e9-3991780c3079.1024.png,cf04004a-07e9-4aa2-a9e9-3991780c3079,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Brevinema_andersonii
Brachyspira,84148b76-45c8-48e1-aacd-748c6983f3b5.1024.png,84148b76-45c8-48e1-aacd-748c6983f3b5,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Brachyspira
Escherichia coli,a905f3af-c8f9-470b-9496-7efb1e55e651.1024.png,a905f3af-c8f9-470b-9496-7efb1e55e651,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Escherichia_coli
Candidatus Zetaproteobacteria,05e408d7-f7d3-435b-bf1c-295387ed1275.1024.png,05e408d7-f7d3-435b-bf1c-295387ed1275,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Candidatus_Zetaproteobacteria
Nautilia lithotrophica,3afa1f9a-d52a-4755-a898-499aa11736e9.1024.png,3afa1f9a-d52a-4755-a898-499aa11736e9,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Nautilia_lithotrophica
Syntrophorhabdus aromaticivorans,dec41a6a-0177-43d9-8fb8-4ed335f1db66.1024.png,dec41a6a-0177-43d9-8fb8-4ed335f1db66,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Syntrophorhabdus_aromaticivorans
Syntrophobacter fumaroxidans,51201a56-9673-43c7-a9e1-1b9fdfcae237.1024.png,51201a56-9673-43c7-a9e1-1b9fdfcae237,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Syntrophobacter_fumaroxidans
Myxococcus fulvus,3aae5023-67d4-4a3d-a83a-7d1ac8c57726.1024.png,3aae5023-67d4-4a3d-a83a-7d1ac8c57726,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Myxococcus_fulvus
Desulfuromonas acetoxidans,cbff02ef-5b26-43ee-b8ff-ba7fe1b820f2.1024.png,cbff02ef-5b26-43ee-b8ff-ba7fe1b820f2,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Desulfuromonas_acetoxidans
Desulfurella acetivorans,16d5eac2-ed46-496e-8d91-7bb02a2458f7.1024.png,16d5eac2-ed46-496e-8d91-7bb02a2458f7,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Desulfurella_acetivorans
Desulfovibrio desulfuricans,75c2a1d8-a8a3-4814-9db9-0ec02e5d67f9.1024.png,75c2a1d8-a8a3-4814-9db9-0ec02e5d67f9,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Desulfovibrio_desulfuricans
Desulfobacter postgatei,d8c9f603-8930-4973-9a37-e9d0bc913a6b.1024.png,d8c9f603-8930-4973-9a37-e9d0bc913a6b,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Desulfobacter_postgatei
Desulfarculus baarsii,d75e5f21-0722-4950-a0da-0cef625867c0.1024.png,d75e5f21-0722-4950-a0da-0cef625867c0,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Desulfarculus_baarsii
Bdellovibrio bacteriovorus,6c6cc767-0cf4-4ef5-94d1-d242f507ab18.1024.png,6c6cc767-0cf4-4ef5-94d1-d242f507ab18,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Bdellovibrio_bacteriovorus
Glaucophyta,93bfcf39-8526-4b25-a8c0-b89d3fca166b.1024.png,93bfcf39-8526-4b25-a8c0-b89d3fca166b,http://creativecommons.org/publicdomain/zero/1.0/,Yan Wong,Glaucophyta
Fonticula alba,baaab011-0673-4d18-804a-f51394d29235.1024.png,baaab011-0673-4d18-804a-f51394d29235,http://creativecommons.org/publicdomain/zero/1.0/,Yan Wong,Fonticula_alba
Xanthomonas oryzae,6f2a49f4-d96b-415c-b146-4ba6d0980e98.1024.png,6f2a49f4-d96b-415c-b146-4ba6d0980e98,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Xanthomonas_oryzae
Alteromonas simiduii,97267cab-969c-4758-945a-b1cd61952ef3.1024.png,97267cab-969c-4758-945a-b1cd61952ef3,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Alteromonas_simiduii
Aestuariibacter aggregatus,e03ded7b-fb73-4bdb-98a2-95aa78dde4f2.1024.png,e03ded7b-fb73-4bdb-98a2-95aa78dde4f2,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Aestuariibacter_aggregatus
Aeromonas hydrophila,032b7ba8-d92b-4168-911f-209f54f68c75.1024.png,032b7ba8-d92b-4168-911f-209f54f68c75,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Aeromonas_hydrophila
Acidithiobacillus ferrooxidans,85cbd355-252a-480b-919d-6b5f57ca5ef4.1024.png,85cbd355-252a-480b-919d-6b5f57ca5ef4,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Acidithiobacillus_ferrooxidans
Pasteurella multocida,360002c4-a455-427e-a958-27fb65f66979.1024.png,360002c4-a455-427e-a958-27fb65f66979,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Pasteurella_multocida
Rickettsia rickettsii,41feb63b-c31e-46c1-b811-598163a69125.1024.png,41feb63b-c31e-46c1-b811-598163a69125,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Rickettsia_rickettsii
Deinococcus radiodurans,40e8c1ed-c133-4930-9a9d-572d9ba8b0d5.1024.png,40e8c1ed-c133-4930-9a9d-572d9ba8b0d5,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Deinococcus_radiodurans
Eudorina elegans,57146ca6-3242-4d1d-b55f-14edb79748c2.1024.png,57146ca6-3242-4d1d-b55f-14edb79748c2,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Eudorina_elegans
Burkholderia cepacia,d82afd9f-b990-4db9-87c8-7b68afe8ddea.1024.png,d82afd9f-b990-4db9-87c8-7b68afe8ddea,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Burkholderia_cepacia
Neisseria gonorrhoeae,f7cdeb04-9134-4645-8011-c5d0a3fc0ebc.1024.png,f7cdeb04-9134-4645-8011-c5d0a3fc0ebc,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Neisseria_gonorrhoeae
Nitrosomonas europaea,626e5d44-4c75-40dd-925b-7efc4f41080a.1024.png,626e5d44-4c75-40dd-925b-7efc4f41080a,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Nitrosomonas_europaea
Methylophilus rhizosphaerae,0b9f29b4-f866-4861-922c-c12f4a15d494.1024.png,0b9f29b4-f866-4861-922c-c12f4a15d494,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Methylophilus_rhizosphaerae
Hydrogenophilus thermoluteolus,80798d00-6752-4801-bd49-78d951e4aadf.1024.png,80798d00-6752-4801-bd49-78d951e4aadf,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Hydrogenophilus_thermoluteolus
Gallionella ferruginea,87a8b530-3765-484a-954b-18cfc5f14a5e.1024.png,87a8b530-3765-484a-954b-18cfc5f14a5e,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Gallionella_ferruginea
Sphingomonas paucimobilis,31e8e931-ddb5-41dc-815f-e8217f59cada.1024.png,31e8e931-ddb5-41dc-815f-e8217f59cada,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Sphingomonas_paucimobilis
Rhodospirillum rubrum,81537bb0-9358-4aab-a2ef-68c427f030fb.1024.png,81537bb0-9358-4aab-a2ef-68c427f030fb,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Rhodospirillum_rubrum
Rhodobacter sphaeroides,b9af515a-a071-48aa-b658-8db1bc9ac84a.1024.png,b9af515a-a071-48aa-b658-8db1bc9ac84a,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Rhodobacter_sphaeroides
Rhizobium leguminosarum,71efc51c-6042-4452-995b-a774d2116b8d.1024.png,71efc51c-6042-4452-995b-a774d2116b8d,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Rhizobium_leguminosarum
Kordiimonas gwangyangensis,039fa35a-7ad1-4554-9d87-c027292c7d07.1024.png,039fa35a-7ad1-4554-9d87-c027292c7d07,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Kordiimonas_gwangyangensis
Kiloniella laminariae,22c58c5e-b868-421b-b9ca-e8e1179853dc.1024.png,22c58c5e-b868-421b-b9ca-e8e1179853dc,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Kiloniella_laminariae
Holospora undulata,edbf5731-dca1-43fa-b172-99ff8af1adce.1024.png,edbf5731-dca1-43fa-b172-99ff8af1adce,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Holospora_undulata
Hirschia baltica,52c85165-234c-4b50-a3ce-738bb03deb9f.1024.png,52c85165-234c-4b50-a3ce-738bb03deb9f,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Hirschia_baltica
Gemmata obscuriglobus,fafd71e8-b63c-4e5e-8b47-331159d7eda4.1024.png,fafd71e8-b63c-4e5e-8b47-331159d7eda4,http://creativecommons.org/licenses/by-sa/3.0/,Matt Crook,Gemmata_obscuriglobus
